"count";"username";"datetime";"text"
"244";"parisajalalibanaem";"13:47:32 11-01-2021";"👏👏👏👏"
"245";"youse1349";"13:50:08 11-01-2021";"جالب بود ولی اگر میشد نحوه کار را هم نمایش میدادین"
"246";"mahdimoradian_";"13:50:18 11-01-2021";"@mahdi_mehrdadian1984 سپاسگزارم آقا مهدی"
"247";"k.resool000";"13:57:05 11-01-2021";"عالیه واقعا کاش در هرشهری از ایران دو یا سه شعبه وجود داشته باشه. ان شاءالله"
"248";"k.resool000";"13:58:23 11-01-2021";"عالی ولذت بخش"
"249";"k.resool000";"13:59:11 11-01-2021";"کاش در هر شهری دو یا سه شعبه وجود داشته باشد"
"250";"banafsheh.ftn.538";"14:03:58 11-01-2021";"خیلی عالیه.ایده پرداز خوبی داشته👏👏👏🙏🙏"
"251";"sdad9797";"14:04:10 11-01-2021";"عالیه خیلی زیبا و قشنگ مخصوصا کتابخونه همیشه موفق باشید و پیش به سوی پیشرفتهای بهتر ❤️❤️❤️"
"252";"mah_kh6973";"14:20:06 11-01-2021";"بانک ملی بهترین😍"
"253";"farzane.azimi47";"14:45:22 11-01-2021";"انشاالله قدمش خوب باشه"
"254";"somayeh_torabi68";"14:51:07 11-01-2021";"کاش تمامی بانکهای ملی پلاس شوند👌👍"
"255";"autogallery.sajad";"14:53:19 11-01-2021";"❤️❤️❤️"
"256";"shy.2876";"14:55:30 11-01-2021";"درود"
"257";"armiil12";"15:08:05 11-01-2021";"بسیار عاااالی👏👏"
"258";"zareiyan.saeid";"15:09:49 11-01-2021";"سلام‌و درود بینظیره ایشاالله هروز با ایده های جدید همراه باشید"
"259";"arzankade_plus99";"15:25:42 11-01-2021";"اعتماد ما از دیروز تا فردا و آینده با بانک ملی پلاس"
"260";"fateme_26._";"15:26:39 11-01-2021";"عاشق این بانکم"
"261";"sholegh";"15:29:26 11-01-2021";"اطمینان از فردای خود ، با بانک ملی پلاس👌"
"262";"faribaoftadeh";"15:40:05 11-01-2021";"👍"
"263";"fateme.vasfi";"15:42:36 11-01-2021";"بسیار عااالی و زیبا و انشاالله با کارآمد بالا😍🌹👏👏"
"264";"behfootball";"16:04:30 11-01-2021";"👍👍"
"265";"morteza_ghafari_62";"16:04:47 11-01-2021";"باعث افتخاره"
"266";"morteza_ghafari_62";"16:05:09 11-01-2021";"باعث افتخاره"
"267";"ameri_hasan";"16:13:23 11-01-2021";"بانک ملی از نو، جوان شده است."
"268";"mjpour3";"16:15:18 11-01-2021";"بسیار عالی انشااله در خدمت دهی هم موفق باشه و گرفتارکار روز مرگی وفقط تبلیغ خدمات ارائه شده قبلی نشه وبتونه باخدمات روز دنیا در امور بانکی خصوصا ارائه تسهیلات با روشهای جدید تا از این پرونده سازی های بعضا بیهوده هم همکاران وهم مشتریان نجات یابند قطعا جوانان خوب بانک ملی می توانند"
"269";"mohammadamas114";"16:18:27 11-01-2021";"با سلام وخسته نباشید باز هم بانک ملی پیشرو در خدمات بانکی همانطور که با حساب سیبا پیشرو بود کاش در مراکز استانها هم بود و ما هم میتوانستیم حضوری از شعبه ملی پلاس دیدن کنیم. محمد اسلامی تبریز👏👏👏👏👏"
"270";"mohammadamas114";"16:29:40 11-01-2021";"خدا قوت خسته نباشید هر جا سخن از پیشرفت و اعتماد است نام بانک ملی ایران می درخشد و این بار ملی پلاس می درخشد."
"271";"eshaghianza";"16:30:56 11-01-2021";"عالیه، خیلی زیباست، به نظر میرسه فرد مدت زمانیکه تو شعبه است آسایش و آرامش بیشتری داره👏👏👏👏"
"272";"leila_b_6294";"16:35:26 11-01-2021";"خیلی هم عالی"
"273";"leila_b_6294";"16:35:36 11-01-2021";"لوگو حرف نداشت"
"274";"vahidm51";"16:58:52 11-01-2021";"سال هاست از خدمات غیر حضوری بانک ملی استفاده می کنم ."
"275";"e.naraghi";"17:55:18 11-01-2021";"بسیار عالی 🙏🙏"
"276";"ashraf_afsar";"18:16:37 11-01-2021";"بسیار عالی"
"277";"ashraf_afsar";"18:18:23 11-01-2021";"مبارک باشه امیدوارم آینده برداشته باشه"
"278";"hamidabbasi0";"18:41:29 11-01-2021";"بانک ملی اعتمادملی انشاالله به زودی درسرتاسرایران"
"279";"mona3068w";"19:37:43 11-01-2021";"عالی بود👍❤️"
"280";"amir.pormahmodian";"20:07:43 11-01-2021";"خیلی عالی بانک ملی نماد اعتماد مردم ایران"
"281";"abdollah_ghamari";"20:14:33 11-01-2021";"نام بانک ملی هنوز هم میدرخشد👏👏👏👏👏"
"282";"abdollah_ghamari";"20:15:25 11-01-2021";"@70mozhde_"
"283";"fatemeabasi5813";"20:28:54 11-01-2021";"فوق العاده زیبا و مدرن بود!! من که حس کردم اومدم تو خونه ی خودم ،،برای خودم چایی ریختم و رفتم از کتابخانه کتاب برداشتم برای خواندن و هر جا رو که نگاه کردم حال دلم خوب شد و بعد انگار وارد فضای کافی شاپ فوق العاده ای شدم روی تمام صندلی‌های رنگی و چشم نواز نشستم و برای خودم یک اسپرسو سفارش دادم 😍 بعدم همه کارهای بانکی مو انجام دادم !! اینقدر زیبا و شیک و کاربردی طراحی و ساخته شده که فقط میشه گفت دست مریزاد 👌👌 و بانک ملی نمونه است 🌹🌹 مبارک مون باشه"
"284";"h.m.1792";"21:45:31 11-01-2021";"هرچی خوبه فقط مربوط به تهرانیهاست و چی فرقی میکنه اسمش چی باشه این هم یک گندیست مثل بقیه"
"285";"1234eert";"21:46:22 11-01-2021";"بسیار زیبا عالی است. مبارک باشه"
"286";"navid_pourhoseini";"22:33:14 11-01-2021";"امیدوارم این ۱۰۰سالی که عقب هستیم زودتر ترمییم بشه 😍"
"287";"shirin_nikkhah_bahrami";"22:52:53 11-01-2021";"@iliya_nikkhah_bahrami @marzieh_nikkhah_bahrami @sadeghi.ashkann @ava__omidifard @hooriyeh_shirzi @toktamshabani @shirin.gh4155 @shivalp_photo"
"288";"toktamshabani";"22:54:29 11-01-2021";"@shirin_nikkhah_bahrami موفق و سربلند 🌹"
"289";"mo.pourrahim";"23:39:51 11-01-2021";"بسیار عالی"
"290";"maryam_bakhshi45";"00:25:45 12-01-2021";"اولین چیزی که توجه منو جلب کرد کتابخونش بود . خیلی خوشم اومد بسیار عالی"
"291";"sh46.hossein";"03:49:46 12-01-2021";"خدا قوت"
"292";"mly.1846";"04:07:20 12-01-2021";"واقعا متاسفم واسه همه عزیزانی ک یخاطر 300تومن دارن دروغ هایی رو میگن ک خودشونم بهش ن اعتقادی دارن ن تحربه ای... خوب یا بد بودن طی زمان مشخص میشه و بستگی ب ریاستش کارکنانش و هدفی ک داره"
"293";"ftzhasa";"05:01:48 12-01-2021";"بسیار اطمینان بخش @ssjjffs"
"294";"ssay1351";"05:05:40 12-01-2021";"ازتمام حساب های صاحب چک @ftzhasa"
"295";"mahaan.m66";"05:11:00 12-01-2021";"احسنت، چه ابتکار بکر و جالبی😍👌 کارت درسته بانک ملی. همیشه از جهت کیفیت خدمات ، تنوع و ایده های نو آورانه و جدید اولین بودی یا جزو اولین و بهترین ها. موفق و پیروز باشی همیشه😍"
"296";"mahaan.m66";"05:16:35 12-01-2021";"@fatima__gh55"
"297";"mahaan.m66";"05:16:37 12-01-2021";"@dream66616"
"298";"mahaan.m66";"05:32:55 12-01-2021";"@fatima__gh55"
"299";"mahaan.m66";"05:33:14 12-01-2021";"@dream66616"
"300";"mahaan.m66";"05:33:26 12-01-2021";"@mehraan_33"
"301";"mahaan.m66";"05:33:57 12-01-2021";"@elaahe709 he"
"302";"mahaan.m66";"05:34:02 12-01-2021";"@arsalaan8925"
"303";"mahaan.m66";"05:34:08 12-01-2021";"@arian_8925"
"304";"mahaan.m66";"05:34:19 12-01-2021";"@n.eslamii64"
"305";"mkgh6820";"09:05:35 12-01-2021";"بسیار عالی و شگفت انگیز"
"306";"mkgh6820";"09:06:13 12-01-2021";"خسته نباشید خداقوت"
"307";"mkgh6820";"09:08:33 12-01-2021";"عالی قسمت کتابخانه اش شگفت انگیز است."
"308";"mehri3031";"09:56:35 12-01-2021";"مبارک باشه باوارد شدن ب این محیط زیبا ادم احساس ارامش پیدا میکنه مثل خونه خود ادم میمونه من غافلگیر شدم با این رنگهای شاد وزیبا ودکور ی استثنای دلنشین واقعا ادم حس اعتمادش بالا میره وجان میگیره با این ترکیب رنگهای زیبا وشاد ممنون از این همه زیبای"
"309";"ghasemsadigh8";"12:03:37 12-01-2021";"دوست داشتم از نزدیک ببینم،متاسفانه شهرستانی هستیم(تبریز) نمی توانیم به شعبه برویم،در هر حال افتخاری دیگر برای ایران و بانک ملی ایران"
"310";"hosein._aramoon";"13:18:44 12-01-2021";"چیکار می‌کنه"
"311";"someh.sa1384";"13:23:45 12-01-2021";"بسیار عالی،شایسته ملت ایران"
"312";"malekitabriz";"13:45:11 12-01-2021";"👏👏🇮🇷🇮🇷🇮🇷❤🌺"
"313";"fatemehnouruzi313";"14:40:36 12-01-2021";"اولین و برترین بانک ایران؛بانک ملی❤️"
"314";"tehrani37";"14:43:57 12-01-2021";"کیف کردم"
"315";"ali__sh1313";"15:01:10 12-01-2021";"بصورت مجازی بازدید کردم و بسیار لذت بردم بخصوص از محیط کاری بسیار دلنشین و گرمی که داره"
"316";"mahdi_mohseni1364";"15:12:23 12-01-2021";"🌼❤️بسیار عالی و متنوع و به روز ❤️🌼"
"317";"mahdi_mohseni1364";"15:15:07 12-01-2021";"@alireza.mehvari @ahmadalikhasi2016 @saha10002000 @mar.heirat @alirezahorta"
"318";"njafari5170";"15:32:54 12-01-2021";"اگر خاوری با چندین پلاس از آب در نياد،، هر کاری هم بکنید ديگه اعتمادی به بانک های دولتی نیست"
"319";"ali.mash333";"15:57:51 12-01-2021";"کاش روزی برسد که بانک ملی پلاس را در سرار ایران داشته باشیم تا از حس خوب بانکداری نوین استفاده کنیم"
"320";"zahedi15743151";"16:26:51 12-01-2021";"سلام خدمت ارزنده و به موقعی بوده است"
"321";"h_farzaneh68";"17:00:45 12-01-2021";"عالی بود به امید توسعه‌ی هرچه بیشتر و سریعتر این قابلیت‌ها"
"322";"yousefpourmojtaba";"17:43:02 12-01-2021";"سلام .نمایشی از اندیشه ایرانی وحتما فضایی برای تامل با مشتریان وبهروری بیشتر از وقت ورخ در رخ بودن بانک با مشتری -ومشتری با مشتری .کمتر جایی در جهان شعب بانکیش به این طراوته -موفق باشید"
"323";"saeidehghanami";"17:47:03 12-01-2021";"😍"
"324";"mar.heirat";"18:31:08 12-01-2021";"چ باحاله کاش اصفهانم برقرار بشه😍😍😍"
"325";"iman.moosavi62";"19:09:05 12-01-2021";"به نظر،شروعی واسه تغییرات و روبه فردایی درخشان باشه این حرکت"
"326";"she.da.s";"19:55:55 12-01-2021";"هرجا سخن از اعتماد است نام بانک ملی ایران می درخشد..."
"327";"raz_b_s_52";"20:42:02 12-01-2021";"شروعی تازه با چشم اندازی از آینده بهتر"
"328";"a_sh19831126";"21:26:29 12-01-2021";"بگذار رفاه مردم، قانون اساسی باشد🌹👏🌹"
"329";"a_sh19831126";"21:27:36 12-01-2021";"همیشه رو به بالا👏"
"330";"arkenazazizzadegmail.com7";"00:37:35 13-01-2021";"بانک ملی بانکی عالی برای مردم ایران آدم با دیدن تصاویر یاد ثروت میفته حس پولدار بودن به آدم میدهه موفق باشید"
"331";"p.n.dir";"02:06:53 13-01-2021";"آسوده و مطمئن با بانک ملی زیبایی خدمت را تجربه کنیم"
"332";"afshin_ksa";"06:55:53 13-01-2021";"جالبه"
"333";"nasrinansarii";"08:49:48 13-01-2021";"بسیار عالی @parsaansarii @parastooansari @sanitavakoli"
"334";"farzanaryaz";"09:03:57 13-01-2021";"خیلی عالیِ.لوگوی ملی پلاس خیلی نظرم رو جلب کرد.موفق باشید"
"335";"bassir1323";"13:38:37 13-01-2021";"کاشک"
"336";"bassir1323";"13:41:29 13-01-2021";"ای کاش بازنشت نمی شدم دربانک ملی بقیه خدمت را در تین شعبه میگذراندم@bassir1323"
"337";"shv_rouhi";"21:34:35 13-01-2021";"عالیه واقعا"
"338";"shv_rouhi";"21:34:39 13-01-2021";"من که لذت بردم"
"339";"shv_rouhi";"21:34:45 13-01-2021";"بهتر از این نمیشد"
"340";"shv_rouhi";"21:34:49 13-01-2021";"عاااالیه"
"341";"baran_safaa_";"21:37:06 13-01-2021";"بسیار زیبا وشایسته ایرانیان و بانک ملی ایرانیان"
"342";"sepi_mom";"21:37:13 13-01-2021";"کاش به پرسنلتون هم ادب و احترام به ارباب رجوع یادبگیرین تا بتونند درست برخورد کنن!"
"343";"aw3298";"21:37:26 13-01-2021";"بانک ملی بانک اعتماد خانواده ها"
"344";"nedayekkalame";"21:38:34 13-01-2021";"#ملی_پلاس"
"345";"nedayekkalame";"21:38:40 13-01-2021";"@nargesyekkalame"
"346";"nedayekkalame";"21:38:46 13-01-2021";"@niloofarmahsooli"
"347";"nedayekkalame";"21:38:53 13-01-2021";"@naji.hse"
"348";"nedayekkalame";"21:39:15 13-01-2021";"@saede__kh"
"349";"nedayekkalame";"21:39:28 13-01-2021";"@mahdad_sayah"
"350";"noyan_2021";"21:41:11 13-01-2021";"خیلی عالی😍"
"351";"noyan_2021";"21:41:18 13-01-2021";"لوگو حرف نداشت"
"352";"noyan_2021";"21:41:26 13-01-2021";"@capitan.kocholo"
"353";"arasteh_sheikh_rahmani";"21:41:52 13-01-2021";"عالیه، واقعا آدم لذت میبره...🌹🌹🌹"
"354";"aynaz5640";"21:45:16 13-01-2021";"@masomehkhoshnami"
"355";"aynaz5640";"21:45:20 13-01-2021";"@yasa.min122"
"356";"aynaz5640";"21:45:25 13-01-2021";"@farnoosh.9396"
"357";"aynaz5640";"21:45:28 13-01-2021";"@farnaz_alipour96"
"358";"aynaz5640";"21:45:31 13-01-2021";"@bahar.khoshi"
"359";"paridokht_kalantarian";"21:46:55 13-01-2021";"مبارکه ، کاش معماری فرهنگ ایرانی بیشتر بکار میرفت"
"360";"marii_1372";"21:48:19 13-01-2021";"هر جا سخن از اعتماد هس نام بانک ملی ایران می درخشد.خسته نباشید خدا قوت"
"361";"maleki9268";"21:49:06 13-01-2021";"بسیار شیک و زیبا👏👏👏👏👏"
"362";"parsa.h6865";"21:51:12 13-01-2021";"بانک ملی نماد اعتبار و امنیت بهترین ها شما رو انتخاب میکنن👍👍❤️"
"363";"fmmtabar";"21:54:27 13-01-2021";"بانک ملی از دیروز تا امروز،از گذشته تا آینده،بانک ملی بانک اعتماد😍😍😍"
"364";"fmmtabar";"21:54:50 13-01-2021";"@masomeh5041"
"365";"fmmtabar";"21:54:58 13-01-2021";"@khayati_mah_dooookht"
"366";"fmmtabar";"21:55:02 13-01-2021";"@sheren_1391"
"367";"fmmtabar";"21:55:08 13-01-2021";"@zahraaaa_mss"
"368";"fmmtabar";"21:55:15 13-01-2021";"@nooshin.poornaderi8890"
"369";"fmmtabar";"21:55:21 13-01-2021";"@nahidmosaybi"
"370";"fmmtabar";"21:55:25 13-01-2021";"@n_a_narges"
"371";"farshid_b.t";"21:57:17 13-01-2021";"عالی"
"372";"farshid_b.t";"21:57:38 13-01-2021";"بانک ملی مثل همیشه عالی"
"373";"1357_elhammir_1357";"22:02:50 13-01-2021";"@hani_s_24"
"374";"1357_elhammir_1357";"22:02:55 13-01-2021";"@mirhaghani"
"375";"1357_elhammir_1357";"22:02:59 13-01-2021";"@miss.asal.s"
"376";"1357_elhammir_1357";"22:03:03 13-01-2021";"@mr.ali.s1"
"377";"spr_alireza";"22:03:12 13-01-2021";"قسمت کتابخانه 👌"
"378";"spr_alireza";"22:03:18 13-01-2021";"@amirhoseinn.ir"
"379";"spr_alireza";"22:03:21 13-01-2021";"@alireza_jan_118"
"380";"spr_alireza";"22:03:28 13-01-2021";"@parham_pariyaa"
"381";"spr_alireza";"22:03:34 13-01-2021";"@haj.hasan118"
"382";"spr_alireza";"22:03:39 13-01-2021";"@saraa.r.90"
"383";"spr_alireza";"22:03:44 13-01-2021";"@hasann_jan118"
"384";"spr_alireza";"22:03:52 13-01-2021";"@zandi_offical_fan"
"385";"1357_elhammir_1357";"22:04:49 13-01-2021";"بانک ملی کاملا حس‌اعتماد رو ‌در ادم ‌زنده ‌میکنه"
"386";"zahra15890";"22:06:44 13-01-2021";"طراحی محل کار کارکنان بی نظیره❤️"
"387";"zahra15890";"22:06:57 13-01-2021";"@m.j6028.mary"
"388";"zahra15890";"22:07:05 13-01-2021";"@saemi.491"
"389";"zahra15890";"22:07:13 13-01-2021";"@sama92590"
"390";"zahra15890";"22:07:20 13-01-2021";"@zeynabkarimi35"
"391";"zahra15890";"22:07:29 13-01-2021";"@m_p1272"
"392";"zahra15890";"22:07:35 13-01-2021";"@minaaaa.1364"
"393";"zahra15890";"22:07:44 13-01-2021";"@noyan_2021"
"394";"zahra15890";"22:07:59 13-01-2021";"@mahraban8172"
"395";"zahra15890";"22:08:05 13-01-2021";"@mahsa.porall"
"396";"zahra15890";"22:08:13 13-01-2021";"@16_bahar_3"
"397";"zahra15890";"22:08:20 13-01-2021";"@samanehfaghihi997"
"398";"zahra15890";"22:08:27 13-01-2021";"@z.a.h.r.a._z"
"399";"zahra15890";"22:08:34 13-01-2021";"@zahraa34438"
"400";"zahra15890";"22:08:41 13-01-2021";"@goly.521"
"401";"zahra15890";"22:08:48 13-01-2021";"@sahra222153"
"402";"zahra15890";"22:08:54 13-01-2021";"@atiiii.a.t"
"403";"zahra15890";"22:09:01 13-01-2021";"@bahar_janan"
"404";"zahra15890";"22:09:07 13-01-2021";"@mahsa.naji23"
"405";"zahra15890";"22:09:14 13-01-2021";"@eli.ali.9669"
"406";"zahra15890";"22:09:19 13-01-2021";"@miisi_masi"
"407";"zahra15890";"22:09:30 13-01-2021";"@se.vda1329"
"408";"zahra15890";"22:09:37 13-01-2021";"@zo.ya.kh1"
"409";"zahra15890";"22:09:45 13-01-2021";"@a.l.m1355"
"410";"zahra15890";"22:09:51 13-01-2021";"@zyn.39"
"411";"zahra15890";"22:09:58 13-01-2021";"@mahtab.mm22"
"412";"zahra15890";"22:10:05 13-01-2021";"@yeganeh__07"
"413";"zahra15890";"22:10:11 13-01-2021";"@nedaa.aa1"
"414";"fati981313";"22:14:03 13-01-2021";"عالیه"
"415";"fati981313";"22:14:13 13-01-2021";"عالیه😍💖"
"416";"fati981313";"22:14:21 13-01-2021";"خیلی خوب بود"
"417";"fati981313";"22:14:36 13-01-2021";"خداقوت"
"418";"fati981313";"22:14:39 13-01-2021";"عالیه"
"419";"fati981313";"22:14:43 13-01-2021";"عالیه❤️❤️❤️❤️"
"420";"fati981313";"22:14:55 13-01-2021";"عالیه واقعا"
"421";"fati981313";"22:15:00 13-01-2021";"👍"
"422";"afiiisaneh";"22:15:16 13-01-2021";"واقعا عالیه💙"
"423";"soltani.mobin70";"22:18:10 13-01-2021";"خیلی حس خوبی به آدم دست میده"
"424";"soltani.mobin70";"22:18:15 13-01-2021";"عالیه"
"425";"fati981313";"22:20:03 13-01-2021";"عالیهههه"
"426";"soltani.mobin70";"22:20:07 13-01-2021";"فضای خوبی داره"
"427";"smrnouri";"22:22:54 13-01-2021";"حس جشن و مهمونی به آدم دست میده، کافی شاپ و کتابخونه با رنگهای شاد باعث آرامش و کاهش استرس میشه، قسمت صدور کارت هدیه و اینکه خارج از ساعات اداری میتونی از خدمات استفاده کنی واقعا عالیه، البته از کتابخونه با رمانهای کلاسیک ادبیات هم نباید غافل شد، امیدوارم به زودی در سراسر ایران شعبه ملی پلاس افتتاح بشه، موفق باشید 💙❤"
"428";"smrnouri";"22:23:21 13-01-2021";"@geniuscentery63"
"429";"smrnouri";"22:23:30 13-01-2021";"@patriot1988"
"430";"m.reza_farshi";"22:23:33 13-01-2021";"زیبا و جوان پسند👏👏"
"431";"smrnouri";"22:23:34 13-01-2021";"@nnsohrabi"
"432";"smrnouri";"22:23:43 13-01-2021";"@dokhtre_bahar99"
"433";"soltani.mobin70";"22:23:44 13-01-2021";"حس آرامش"
"434";"smrnouri";"22:23:51 13-01-2021";"@david.n.74"
"435";"smrnouri";"22:23:55 13-01-2021";"@amirali.nouri.1392"
"436";"soltani.mobin70";"22:24:12 13-01-2021";"خیلی مجموعه خوبی هستش"
"437";"maehdi_rahmaninasab";"22:25:27 13-01-2021";"ملی پلاس دارای لوگوی زیبا و دوست داشتنی و خدمات عالی بسیار جذاب بود"
"438";"zhalebakhtiyar";"22:27:21 13-01-2021";"شعبه بسیار زیبا و منحصر به فرد که باعث افتخار هر ایرانی است🌹🌹🌹🌹🌹🌹🌹"
"439";"aliye.bakhshi";"22:28:35 13-01-2021";"بسیار عالی و تحسین برانگیز"
"440";"aliye.bakhshi";"22:28:49 13-01-2021";"@mjj_j3"
"441";"aliye.bakhshi";"22:29:47 13-01-2021";"@moein_jaf"
"442";"aliye.bakhshi";"22:30:03 13-01-2021";"@s.baraniiii بسیار عالی و تحسین برانگیز"
"443";"aliye.bakhshi";"22:30:10 13-01-2021";"@art_gallery_aliiis"
"444";"soltani.mobin70";"22:31:27 13-01-2021";"چه کتابخانه قشنگی"
"445";"a.rahmani392";"22:32:11 13-01-2021";"❤️ملی پلاس رویکرد بانکداری دیجیتال مبارک باد❤️ لوگوش بینظیره"
"446";"soltani.mobin70";"22:32:14 13-01-2021";"خیلی فضای فوق‌العاده‌ای داره"
"447";"riera87_70";"22:32:50 13-01-2021";"بانک ملی حرف نداره وبا ملی پلاس دیگه کامل‌ترین میشه همه چیز از لوگو گرفته تا کتابخانه و تنوع رنگ ومحیط عااالیه😍"
"448";"riera87_70";"22:32:55 13-01-2021";"@hamraz9303"
"449";"riera87_70";"22:32:58 13-01-2021";"@h.7245.b"
"450";"riera87_70";"22:33:01 13-01-2021";"@fbiari96"
"451";"riera87_70";"22:33:04 13-01-2021";"@rowya.me"
"452";"riera87_70";"22:33:10 13-01-2021";"@mygirls.pariya"
"453";"riera87_70";"22:33:16 13-01-2021";"@nstaran2019"
"454";"riera87_70";"22:33:21 13-01-2021";"@mtinbiary1"
"455";"soltani.mobin70";"22:33:21 13-01-2021";"🌹🌹🌹🌹"
"456";"soltani.mobin70";"22:33:25 13-01-2021";"زیباست"
"457";"soltani.mobin70";"22:33:52 13-01-2021";"بی نظیر"
"458";"soltani.mobin70";"22:33:59 13-01-2021";"بی همتا"
"459";"soroosh_kh69";"22:34:10 13-01-2021";"متمایز بودن خدمات و فضا قابل تحسینه"
"460";"soltani.mobin70";"22:34:14 13-01-2021";"بهترین"
"461";"soroosh_kh69";"22:34:22 13-01-2021";"@kamyar_khadivi"
"462";"frya1365";"22:38:12 13-01-2021";"@akra.m_1363"
"463";"esmaili.a13";"22:42:00 13-01-2021";"بانک ملی پیشرو در ارائه خدمات نوین هست. اپلیکیشن بله که منو از تو صف وایستادنهای طولانی نجات داده و به همین دلیل هر فن آوری جدیدی که توی بانک ملی انجام بشه حتما ازش استفاده میکنم و مطمئنم که پاسخ اعتمادم رو هم خوا۶م گرفت. با شما بروز هستم🙏🙏🙏🙏🌹🌹🌹🌹"
"464";"fan_maryammasoumi";"22:49:36 13-01-2021";"👍👍👍"
"465";"donia_m_h_2012";"22:57:06 13-01-2021";"عالی و منحصر به فرد"
"466";"somyyyy8";"22:58:57 13-01-2021";"عالیه"
"467";"somyyyy8";"22:59:00 13-01-2021";"طراحی زیبا"
"468";"somyyyy8";"22:59:01 13-01-2021";"خلص"
"469";"somyyyy8";"22:59:07 13-01-2021";"منحصر به فرد"
"470";"somyyyy8";"22:59:09 13-01-2021";"عالیه"
"471";"somyyyy8";"22:59:10 13-01-2021";"👏"
"472";"somyyyy8";"22:59:14 13-01-2021";"موفق باشید"
"473";"somyyyy8";"22:59:18 13-01-2021";"همیشه بدرخشید"
"474";"f15_business";"23:00:27 13-01-2021";"عالی و شیک.نتیجه یک مدیریت مجرب به همراه یک تیم خلاق👌امیدوارم موفقیتتون روزافزون باشه همینطور که تا امروز بودین"
"475";"f15_business";"23:00:40 13-01-2021";"@ali.mom1394"
"476";"f15_business";"23:00:44 13-01-2021";"@robabehmeshkani"
"477";"maryam.manochehri_";"23:03:51 13-01-2021";"بانک ملی یعنی اعتماد زیاد ملی پلاس#"
"478";"hami.salmani";"23:05:23 13-01-2021";"درود بر شما"
"479";"ali_arian2006";"23:05:40 13-01-2021";"حس پیشرفت و قدم گزاشتن به دنیای تکنولوژی"
"480";"maryam.manochehri_";"23:05:48 13-01-2021";"#ملی پلاس تجربه ی متفاوت @ali_manochehri1989"
"481";"paknaz.partov";"23:08:23 13-01-2021";"آینده بانکداری"
"482";"pourya88m";"23:10:02 13-01-2021";"@manoto330"
"483";"pourya88m";"23:10:09 13-01-2021";"جالب بود"
"484";"pourya88m";"23:10:16 13-01-2021";"لوگوی قشنگی شده"
"485";"pourya88m";"23:10:19 13-01-2021";"👌👌👌👌"
"486";"pourya88m";"23:10:22 13-01-2021";"لایک"
"487";"pourya88m";"23:10:52 13-01-2021";"واقعا لذت بخش و باعث افتخار 👏👏"
"488";"pourya88m";"23:11:09 13-01-2021";"حیف که دوریم و نمیتونم بریم"
"489";"hami.salmani";"23:11:10 13-01-2021";"بهترین مجموعه بانکی"
"490";"hami.salmani";"23:11:20 13-01-2021";"اعتماد ملی پلاس"
"491";"pourya88m";"23:11:28 13-01-2021";"قسمت کتابخونه محشره😍😍😍"
"492";"hami.salmani";"23:11:31 13-01-2021";"آرامش با ملی پلاس"
"493";"soha_rw20";"23:12:00 13-01-2021";"بانکداری نوین"
"494";"pourya88m";"23:12:08 13-01-2021";"لوگوی ماندگاری خواهد شد مطمئنا👏👏👏"
"495";"hami.salmani";"23:12:40 13-01-2021";"پیشرفت با ملی پلاس"
"496";"pourya88m";"23:12:47 13-01-2021";"هم کتابخونه هم کافی شاپ، دیگه چی بهتر از این 👌👏😍"
"497";"hami.salmani";"23:13:00 13-01-2021";"خیلی خوبه"
"498";"hami.salmani";"23:13:07 13-01-2021";"خسته نباشید"
"499";"hami.salmani";"23:13:13 13-01-2021";"خداقوت"
"500";"hami.salmani";"23:13:21 13-01-2021";"@aavizheh"
"501";"hami.salmani";"23:13:29 13-01-2021";"@omshi1771"
"502";"hami.salmani";"23:14:39 13-01-2021";"@fanoos_sahel"
"503";"_maria1369";"23:17:04 13-01-2021";"با اینکه مجازی بود ولی خیلی تجربه خوشایندی بود، مخصوصا اینکه بدون دغدغه وقت میتونی ساعتها بعد از تعطیلی بقیه بانکها بری اونجا و کاراتو انجام بدی، دکوراسیون و رنگهای شاد خیلی حس خوبی داشت، کافی شاپ و کتابخونه هم خیلی ایده جالبی بود، فک کن بری بانک و تا نوبتت بشه یه فنجون قهوه بخوری😊 بهتون تبریک میگم بابت این نوآوری خلاقانه،دلم میخواد هرچه زودتر از نزدیک این شعبه رو ببینم"
"504";"_maria1369";"23:17:23 13-01-2021";"@freedom_______fighter"
"505";"_maria1369";"23:17:29 13-01-2021";"@fatemeh.b.b.b.b"
"506";"_maria1369";"23:17:32 13-01-2021";"@99.mohabat"
"507";"_maria1369";"23:17:55 13-01-2021";"@zahrareisi2966"
"508";"_maria1369";"23:18:16 13-01-2021";"@msadra60724288"
"509";"_maria1369";"23:18:33 13-01-2021";"@girl_boy_73"
"510";"_maria1369";"23:19:18 13-01-2021";"@mahdi.arnold"
"511";"nadalivahid.nature";"23:19:31 13-01-2021";"بانک ملی بانک خانواده❤ و بانکی عالی👌"
"512";"_maria1369";"23:19:55 13-01-2021";"@plasma_nezhadbager"
"513";"alvanawoodturningcenter";"23:20:58 13-01-2021";"بانک ملی پیشرو در فناوریهای نوین بانکداری👌👌👌💪💪💪💪"
"514";"glys869";"23:22:28 13-01-2021";"واقعا عالیه بانک ملی ممنونم از تون"
"515";"bsky19558";"23:25:34 13-01-2021";"بانک ملی نماد اعتماد"
